event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, MARCH 29, 2019 BEA 19-13 Personal Income, February 2019; Personal Outlays, January 2019 Due to the recent partial government shutdown, this report combines estimates for January and February 2019. January estim",EDT,2019-03-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-february-2019-personal-outlays-january-2019,personal-income-february-2019-personal-outlays-january-2019,2026-09-03T15:46:43.989172Z,official document release or embargo timestamp,2019-03-29T14:30:00
EMPLOYMENT,"embargoed until USDL-19-0565 8:30 a.m. (EDT) Friday, April 5, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",EDT,2019-04-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_04052019.htm,empsit_04052019,2026-09-03T15:43:54.519204Z,official document release or embargo timestamp,2019-04-05T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) April 10, 2019 USDL-19-0611 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � MARCH 2019 The Consumer Price Index for All Urban Consum",EDT,2019-04-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_04102019.htm,cpi_04102019,2026-09-03T15:42:01.497423Z,official document release or embargo timestamp,2019-04-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, MONDAY, APRIL 29, 2019 BEA 19-18 Personal Income and Outlays, March 2019 Due to the recent partial federal government shutdown, this report combines estimates for February and March 2019. Personal Income is updated for",EDT,2019-04-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-march-2019,personal-income-and-outlays-march-2019,2026-09-03T15:46:37.143163Z,official document release or embargo timestamp,2019-04-29T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in March indicates that the labor market remains strong and that economic activity rose at a solid rate. Job gains have been solid, on average, in recent months",EDT,2019-05-01T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190501a.htm,monetary20190501a,2026-09-03T15:48:44.133339Z,official document release or embargo timestamp,2019-05-01T21:00:00
EMPLOYMENT,"embargoed until USDL-19-0731 8:30 a.m. (EDT) Friday, May 3, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pr",EDT,2019-05-03T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_05032019.htm,empsit_05032019,2026-09-03T15:43:55.649599Z,official document release or embargo timestamp,2019-05-03T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) May 10, 2019 USDL-19-0776 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � APRIL 2019 The Consumer Price Index for All Urban Consumer",EDT,2019-05-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_05102019.htm,cpi_05102019,2026-09-03T15:42:02.610050Z,official document release or embargo timestamp,2019-05-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, MAY 31, 2019 BEA 19—23 Personal Income and Outlays, April 2019 Personal income increased $92.8 billion (0.5 percent) in April according to estimates released today by the Bureau of Economic Analysis. Disposable",EDT,2019-05-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-april-2019,personal-income-and-outlays-april-2019,2026-09-03T15:46:30.533093Z,official document release or embargo timestamp,2019-05-31T15:30:00
EMPLOYMENT,"embargoed until USDL-19-0904 8:30 a.m. (EDT) Friday, June 7, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",EDT,2019-06-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_06072019.htm,empsit_06072019,2026-09-03T15:43:56.720183Z,official document release or embargo timestamp,2019-06-07T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) June 12, 2019 USDL-19-0947 Technical information: (202) 691-7000 cpi_info@bls.gov www.bls.gov/cpi Media Contact: (202) 691-5902 PressOffice@bls.gov CONSUMER PRICE INDEX � MAY 2019 The Consumer Price Index for All Urban Consumers",EDT,2019-06-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_06122019.htm,cpi_06122019,2026-09-03T15:42:03.656235Z,official document release or embargo timestamp,2019-06-12T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in May indicates that the labor market remains strong and that economic activity is rising at a moderate rate. Job gains have been solid, on average, in recent ",EDT,2019-06-19T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190619a.htm,monetary20190619a,2026-09-03T15:48:44.480676Z,official document release or embargo timestamp,2019-06-19T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, JUNE 28, 2019 19-30 Personal Income and Outlays, May 2019 Personal income increased $88.6 billion (0.5 percent) in May according to estimates released today by the Bureau of Economic Analysis. Disposable person",EDT,2019-06-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-may-2019,personal-income-and-outlays-may-2019,2026-09-03T15:46:38.607084Z,official document release or embargo timestamp,2019-06-28T15:30:00
EMPLOYMENT,"embargoed until USDL-19-1137 8:30 a.m. (EDT) Friday, July 5, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",EDT,2019-07-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07052019.htm,empsit_07052019,2026-09-03T15:43:57.780321Z,official document release or embargo timestamp,2019-07-05T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) July 11, 2019 USDL-19-1250 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JUNE 2019 The Consumer Price Index for All Urban Co",EDT,2019-07-11T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07112019.htm,cpi_07112019,2026-09-03T15:42:04.911153Z,official document release or embargo timestamp,2019-07-11T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, TUESDAY, JULY 30, 2019 BEA 19-37 Personal Income and Outlays: June 2019 Annual Update: January 2014 through May 2019 Personal income increased $83.6 billion (0.4 percent) in June according to estimates released today b",EDT,2019-07-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-june-2019,personal-income-and-outlays-june-2019,2026-09-03T15:46:35.682081Z,official document release or embargo timestamp,2019-07-30T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in June indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in ",EDT,2019-07-31T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190731a.htm,monetary20190731a,2026-09-03T15:48:44.842761Z,official document release or embargo timestamp,2019-07-31T21:00:00
EMPLOYMENT,"embargoed until USDL-19-1388 8:30 a.m. (EDT) Friday, August 2, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",EDT,2019-08-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08022019.htm,empsit_08022019,2026-09-03T15:43:58.708696Z,official document release or embargo timestamp,2019-08-02T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) August 13, 2019 USDL-19-1473 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JULY 2019 The Consumer Price Index for All Urban ",EDT,2019-08-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08132019.htm,cpi_08132019,2026-09-03T15:42:06.181316Z,official document release or embargo timestamp,2019-08-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, August 30, 2019 BEA 19-42 Personal Income and Outlays, July 2019 Personal income increased $23.9 billion (0.1 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposabl",EDT,2019-08-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-july-2019,personal-income-and-outlays-july-2019,2026-09-03T15:46:34.172640Z,official document release or embargo timestamp,2019-08-30T15:30:00
EMPLOYMENT,"embargoed until USDL-19-1573 8:30 a.m. (EDT) Friday, September 6, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-590",EDT,2019-09-06T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09062019.htm,empsit_09062019,2026-09-03T15:43:59.554526Z,official document release or embargo timestamp,2019-09-06T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) September 12, 2019 USDL-19-1596 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � AUGUST 2019 The Consumer Price Index for All U",EDT,2019-09-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09122019.htm,cpi_09122019,2026-09-03T15:42:08.186283Z,official document release or embargo timestamp,2019-09-12T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in July indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in ",EDT,2019-09-18T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190918a.htm,monetary20190918a,2026-09-03T15:48:45.227461Z,official document release or embargo timestamp,2019-09-18T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, SEPTEMBER 27, 2019 BEA 19-48 Personal Income and Outlays, August 2019 Personal income increased $73.5 billion (0.4 percent) in August according to estimates released today by the Bureau of Economic Analysis. Di",EDT,2019-09-27T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-august-2019,personal-income-and-outlays-august-2019,2026-09-03T15:46:31.987583Z,official document release or embargo timestamp,2019-09-27T15:30:00
PCE,"FOR RELEASE: 8:30 A.M. EDT, Thursday, October 3, 2019 BEA 19—50 Personal Consumption Expenditures by State, 2018 State personal consumption expenditures (PCE) increased 5.1 percent in 2018, an acceleration from the 4.4 percent increase in 2017 (table 1), accor",EDT,2019-10-03T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-consumption-expenditures-state-2018,personal-consumption-expenditures-state-2018,2026-09-03T15:46:29.069149Z,official document release or embargo timestamp,2019-10-03T15:30:00
EMPLOYMENT,"embargoed until USDL-19-1735 8:30 a.m. (EDT) Friday, October 4, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",EDT,2019-10-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10042019.htm,empsit_10042019,2026-09-03T15:44:00.562203Z,official document release or embargo timestamp,2019-10-04T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) October 10, 2019 USDL-19-1773 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � SEPTEMBER 2019 The Consumer Price Index for All ",EDT,2019-10-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10102019.htm,cpi_10102019,2026-09-03T15:42:09.348553Z,official document release or embargo timestamp,2019-10-10T15:30:00
FOMC,"For release at 11:00 a.m. EDT Share Consistent with its January 2019 Statement Regarding Monetary Policy Implementation and Balance Sheet Normalization, the Committee reaffirms its intention to implement monetary policy in a regime in which an ample supply of ",EDT,2019-10-11T15:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20191011a.htm,monetary20191011a,2026-09-03T15:48:45.652915Z,official document release or embargo timestamp,2019-10-11T18:00:00
FOMC,"For release at 2:00 p.m. EDT Share Information received since the Federal Open Market Committee met in September indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average",EDT,2019-10-30T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20191030a.htm,monetary20191030a,2026-09-03T15:48:46.026526Z,official document release or embargo timestamp,2019-10-30T20:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Thursday, October 31, 2019 BEA 19-56 Personal Income and Outlays, September 2019 Personal income increased $50.2 billion (0.3 percent) in September according to estimates released today by the Bureau of Economic Analys",EST,2019-10-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-september-2019,personal-income-and-outlays-september-2019,2026-09-03T15:46:42.794664Z,official document release or embargo timestamp,2019-10-31T14:30:00
EMPLOYMENT,"embargoed until USDL-19-1868 8:30 a.m. (EDT) Friday, November 1, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",EDT,2019-11-01T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11012019.htm,empsit_11012019,2026-09-03T15:44:01.607620Z,official document release or embargo timestamp,2019-11-01T14:30:00
CPI,"embargoed until 8:30 a.m. (EST) November 13, 2019 USDL-19-1979 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � OCTOBER 2019 The Consumer Price Index for All U",EST,2019-11-13T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11132019.htm,cpi_11132019,2026-09-03T15:42:10.631195Z,official document release or embargo timestamp,2019-11-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, Wednesday, November 27, 2019 BEA 19-63 Personal Income and Outlays, October 2019 Personal income increased $3.3 billion (less than 0.1 percent) in October according to estimates released today by the Bureau of Economi",EST,2019-11-27T15:00:00Z,www.bea.gov,https://www.bea.gov/news/2019/personal-income-and-outlays-october-2019,personal-income-and-outlays-october-2019,2026-09-03T15:46:41.570047Z,official document release or embargo timestamp,2019-11-27T17:00:00
EMPLOYMENT,"embargoed until USDL-19-2105 8:30 a.m. (EST) Friday, December 6, 2019 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",EST,2019-12-06T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12062019.htm,empsit_12062019,2026-09-03T15:44:02.587585Z,official document release or embargo timestamp,2019-12-06T15:30:00
